height time diff diffRatio interval total mean
8036 1566190232 3.855721114563078e-07 1.617  6 37312 4.64
8037 1566190237 3.857218784058556e-07 1.617  5 37317 4.64
8038 1566190238 3.854165187457652e-07 1.616  1 37318 4.64
8039 1566190240 3.855651241812158e-07 1.617  2 37320 4.64
8040 1566190240  3.85563042914183e-07 1.617  0 37320 4.64
8041 1566190244 3.854089429385404e-07 1.616  4 37324 4.64
8042 1566190254 3.857095297592702e-07 1.617 10 37334 4.64
8043 1566190256 3.855562046235594e-07 1.617  2 37336 4.64
8044 1566190261 3.860092447578904e-07 1.619  5 37341 4.64
8045 1566190264 3.861606936520923e-07 1.619  3 37344 4.64
8046 1566190266 3.861602462855403e-07 1.619  2 37346 4.64
8047 1566190269 3.870742858025711e-07 1.623  3 37349 4.64
8048 1566190273 3.869248144129129e-07 1.622  4 37353 4.64
8049 1566190277 3.867754584174986e-07 1.622  4 37357 4.64
8050 1566190282 3.867777023935861e-07 1.622  5 37362 4.64
8051 1566190289 3.869328990890445e-07 1.622  7 37369 4.64
8052 1566190290 3.870891194211139e-07 1.623  1 37370 4.64
8053 1566190293 3.870925657780709e-07 1.623  3 37373 4.64
8054 1566190295 3.874023890737445e-07 1.624  2 37375 4.64
8055 1566190298 3.872543138701267e-07 1.624  3 37378 4.64
8056 1566190308 3.875649970800165e-07 1.625 10 37388 4.64
8057 1566190312  3.87570554889718e-07 1.625  4 37392 4.64
8058 1566190313 3.875759626413462e-07 1.625  1 37393 4.64
8059 1566190314 3.877343565066065e-07 1.626  1 37394 4.64
8060 1566190315 3.878930303522927e-07 1.626  1 37395 4.63
8061 1566190315 3.883598773117232e-07 1.628  0 37395 4.63
8062 1566190316 3.879068734698053e-07 1.627  1 37396 4.63
8063 1566190316 3.879130430035082e-07 1.627  0 37396 4.63
8064 1566190318 3.882267438774495e-07 1.628  2 37398 4.63
8065 1566190323 3.883879329177535e-07 1.629  5 37403 4.63
8066 1566190330 3.885498597550379e-07 1.629  7 37410 4.63
8067 1566190351 3.887119216698299e-07 1.630 21 37431 4.64
8068 1566190353 3.887199300957927e-07 1.630  2 37433 4.63
8069 1566190374 3.887282410754166e-07 1.630 21 37454 4.64
8070 1566190408 3.890443218546405e-07 1.631 34 37488 4.64
8071 1566190410 3.888983163988623e-07 1.631  2 37490 4.64
8072 1566190411 3.887522693608144e-07 1.630  1 37491 4.64
8073 1566190414 3.882985009550104e-07 1.628  3 37494 4.64
8074 1566190415 3.883061907866495e-07 1.628  1 37495 4.64
8075 1566190417   3.8754637206916e-07 1.625  2 37497 4.64
8076 1566190427 3.863313650264863e-07 1.620 10 37507 4.64
8077 1566190427 3.863350964175517e-07 1.620  0 37507 4.64
8078 1566190434 3.863379323229685e-07 1.620  7 37514 4.64
8079 1566190447 3.863407682700198e-07 1.620 13 37527 4.64
8080 1566190449  3.86343156468251e-07 1.620  2 37529 4.64
8081 1566190463 3.863456939612233e-07 1.620 14 37543 4.64
8082 1566190464 3.860430719502373e-07 1.619  1 37544 4.64
8083 1566190473 3.863480822203522e-07 1.620  9 37553 4.64
8084 1566190477 3.865021873307819e-07 1.621  4 37557 4.64
8085 1566190481 3.868095696642819e-07 1.622  4 37561 4.64
8086 1566190486 3.868137591795932e-07 1.622  5 37566 4.64
8087 1566190498 3.863601732353165e-07 1.620 12 37578 4.64
8088 1566190503 3.863627109518258e-07 1.620  5 37583 4.64
8089 1566190512 3.860609565620506e-07 1.619  9 37592 4.64
8090 1566190522 3.860625960677139e-07 1.619 10 37602 4.64
8091 1566190525 3.859121176752521e-07 1.618  3 37605 4.64
8092 1566190528 3.859130112599316e-07 1.618  3 37608 4.64
8093 1566190533 3.859140537806213e-07 1.618  5 37613 4.64
8094 1566190535  3.85915840972051e-07 1.618  2 37615 4.64
8095 1566190537  3.86221545161164e-07 1.619  2 37617 4.64
8096 1566190537 3.862251252589438e-07 1.619  0 37617 4.64
8097 1566190540 3.863812223630576e-07 1.620  3 37620 4.64
8098 1566190540 3.865378939358382e-07 1.621  0 37620 4.64
8099 1566190544 3.865428246549038e-07 1.621  4 37624 4.64
8100 1566190545 3.865476060783751e-07 1.621  1 37625 4.64
8101 1566190546 3.865522381951668e-07 1.621  1 37626 4.64
8102 1566190551 3.868614961365245e-07 1.622  5 37631 4.64
8103 1566190557 3.870193064473127e-07 1.623  6 37637 4.64
8104 1566190558 3.871776952860928e-07 1.623  1 37638 4.64
8105 1566190564 3.871830920801023e-07 1.623  6 37644 4.64
8106 1566190567  3.87188638941835e-07 1.624  3 37647 4.64
8107 1566190572 3.873461161610383e-07 1.624  5 37652 4.64
8108 1566190572 3.871985337384541e-07 1.624  0 37652 4.64
8109 1566190575 3.872033313976501e-07 1.624  3 37655 4.64
8110 1566190580 3.872087289063617e-07 1.624  5 37660 4.64
8111 1566190581 3.870612511368888e-07 1.623  1 37661 4.64
8112 1566190603 3.872187746704476e-07 1.624 22 37683 4.64
8113 1566190603 3.872235728312584e-07 1.624  0 37683 4.64
8114 1566190610 3.872274714244757e-07 1.624  7 37690 4.64
8115 1566190611  3.87537210422328e-07 1.625  1 37691 4.64
8116 1566190621 3.873890321560804e-07 1.624 10 37701 4.64
8117 1566190627 3.876999316516996e-07 1.626  6 37707 4.64
8118 1566190635 3.867889226646054e-07 1.622  8 37715 4.64
8119 1566190639 3.869453261944459e-07 1.622  4 37719 4.64
8120 1566190660 3.866438573768665e-07 1.621 21 37740 4.64
8121 1566190665 3.866468473150592e-07 1.621  5 37745 4.64
8122 1566190669 3.864974070308575e-07 1.621  4 37749 4.64
8123 1566190675 3.863471866197187e-07 1.620  6 37755 4.64
8124 1566190679 3.861967846352113e-07 1.619  4 37759 4.64
8125 1566190680 3.860456055028311e-07 1.619  1 37760 4.64
8126 1566190689  3.85439247954515e-07 1.616  9 37769 4.64
8127 1566190690 3.854382079975553e-07 1.616  1 37770 4.64
8128 1566190693 3.852859891351305e-07 1.616  3 37773 4.64
8129 1566190694 3.854359795372529e-07 1.616  1 37774 4.64
8130 1566190696 3.852834655431645e-07 1.616  2 37776 4.64
8131 1566190697 3.852819810927448e-07 1.616  1 37777 4.64
8132 1566190705 3.854312255747301e-07 1.616  8 37785 4.64
8133 1566190706 3.854301856610604e-07 1.616  1 37786 4.64
8134 1566190708 3.855807344002017e-07 1.617  2 37788 4.64
8135 1566190708 3.855805857254877e-07 1.617  0 37788 4.64
8136 1566190708 3.857319959586001e-07 1.617  0 37788 4.64
8137 1566190714 3.858838229672825e-07 1.618  6 37794 4.64
8138 1566190717 3.861876866853729e-07 1.619  3 37797 4.64
8139 1566190719 3.864933737447712e-07 1.621  2 37799 4.64
8140 1566190724 3.864962119743523e-07 1.621  5 37804 4.64
8141 1566190724 3.864977057961385e-07 1.621  0 37804 4.64
8142 1566190729  3.86651481810646e-07 1.621  5 37809 4.64
8143 1566190735 3.864997971660388e-07 1.621  6 37815 4.64
8144 1566190742 3.863479329532916e-07 1.620  7 37822 4.64
8145 1566190751 3.863476344195164e-07 1.620  9 37831 4.64
8146 1566190751 3.863470373533501e-07 1.620  0 37831 4.64
8147 1566190759 3.864987514782595e-07 1.621  8 37839 4.64
8148 1566190770 3.863465895549364e-07 1.620 11 37850 4.64
8149 1566190783 3.863461417575608e-07 1.620 13 37863 4.64
8150 1566190790 3.861939508015916e-07 1.619  7 37870 4.64
8151 1566190800 3.858900772297214e-07 1.618 10 37880 4.64
8152 1566190801 3.860408364902707e-07 1.619  1 37881 4.64
8153 1566190823 3.861918627402729e-07 1.619 22 37903 4.64
8154 1566190829 3.864965107377857e-07 1.621  6 37909 4.64
8155 1566190830 3.866505848028294e-07 1.621  1 37910 4.64
8156 1566190833 3.871108474802328e-07 1.623  3 37913 4.64
8157 1566190836 3.872681114353644e-07 1.624  3 37916 4.64
8158 1566190845 3.872735107502716e-07 1.624  9 37925 4.64
8159 1566190854   3.8666822672055e-07 1.621  9 37934 4.64
8160 1566190862 3.869770713402875e-07 1.623  8 37942 4.64
8161 1566190863 3.868300692285282e-07 1.622  1 37943 4.64
8162 1566190869 3.871391725435693e-07 1.623  6 37949 4.64
8163 1566190881 3.877560067078693e-07 1.626 12 37961 4.65
8164 1566190882 3.874573272053197e-07 1.625  1 37962 4.64
8165 1566190892 3.873113101705774e-07 1.624 10 37972 4.65
8166 1566190896 3.873176107913513e-07 1.624  4 37976 4.65
8167 1566190907 3.873240616392802e-07 1.624 11 37987 4.65
8168 1566190910 3.871778451950061e-07 1.623  3 37990 4.65
8169 1566190914 3.867265462088957e-07 1.622  4 37994 4.65
8170 1566190914 3.868843960994252e-07 1.622  0 37994 4.65
8171 1566190915 3.865854133727879e-07 1.621  1 37995 4.64
8172 1566190918 3.865907936679086e-07 1.621  3 37998 4.64
8173 1566190918 3.865957257366645e-07 1.621  0 37998 4.64
8174 1566190918 3.866009568561971e-07 1.621  0 37998 4.64
8175 1566190931 3.872160757572464e-07 1.624 13 38011 4.64
8176 1566190934 3.876824960662953e-07 1.626  3 38014 4.64
8177 1566190934 3.878450384984496e-07 1.626  0 38014 4.64
8178 1566190934 3.880084700479809e-07 1.627  0 38014 4.64
8179 1566190934  3.88326095294712e-07 1.628  0 38014 4.64
8180 1566190936 3.886445430795488e-07 1.630  2 38016 4.64
8181 1566190938 3.885026108593333e-07 1.629  2 38018 4.64
8182 1566190944 3.888222554410429e-07 1.630  6 38024 4.64
8183 1566190944 3.891436379145854e-07 1.632  0 38024 4.64
8184 1566190947 3.891581762255508e-07 1.632  3 38027 4.64
8185 1566190957 3.891722612502418e-07 1.632 10 38037 4.64
8186 1566190962 3.891861958262792e-07 1.632  5 38042 4.64
8187 1566190972 3.891998284423547e-07 1.632 10 38052 4.64
8188 1566190977 3.899863780402096e-07 1.635  5 38057 4.64
8189 1566190996 3.903134972509557e-07 1.637 19 38076 4.64
8190 1566190996 3.904869451236173e-07 1.637  0 38076 4.64
8191 1566190999 3.903503686958185e-07 1.637  3 38079 4.64
8192 1566191006 3.902140400416199e-07 1.636  7 38086 4.64
8193 1566191008 3.903872471075523e-07 1.637  2 38088 4.64
8194 1566191013 3.902510449954369e-07 1.636  5 38093 4.64
8195 1566191014 3.894954364892439e-07 1.633  1 38094 4.64
8196 1566191019  3.89511973473416e-07 1.633  5 38099 4.64
8197 1566191031 3.896821280128977e-07 1.634 12 38111 4.64
8198 1566191031 3.895438376773084e-07 1.633  0 38111 4.64
8199 1566191033 3.895587094233109e-07 1.633  2 38113 4.64
8200 1566191041 3.894191418048363e-07 1.633  8 38121 4.64
8201 1566191049 3.895881527594317e-07 1.634  8 38129 4.64
8202 1566191058 3.897573104818789e-07 1.634  9 38138 4.64
8203 1566191059 3.894635802028503e-07 1.633  1 38139 4.64
8204 1566191060 3.894781424300214e-07 1.633  1 38140 4.64
8205 1566191064 3.894931608673902e-07 1.633  4 38144 4.64
8206 1566191066 3.893536402048567e-07 1.633  2 38146 4.64
8207 1566191084 3.892142194621513e-07 1.632 18 38164 4.65
8208 1566191085 3.892284600450646e-07 1.632  1 38165 4.64
8209 1566191105 3.893957891697011e-07 1.633 20 38185 4.65
8210 1566191114 3.897185764964691e-07 1.634  9 38194 4.65
8211 1566191120 3.897337653770586e-07 1.634  6 38200 4.65
8212 1566191120 3.900586349810458e-07 1.636  0 38200 4.65
8213 1566191121  3.89456451176191e-07 1.633  1 38201 4.65
8214 1566191127 3.896248872840617e-07 1.634  6 38207 4.65
8215 1566191132 3.888689772360162e-07 1.631  5 38212 4.65
8216 1566191135 3.885749229389526e-07 1.629  3 38215 4.65
8217 1566191142 3.885873047410075e-07 1.629  7 38222 4.65
8218 1566191143 3.887533272781244e-07 1.630  1 38223 4.65
8219 1566191145 3.889196430016878e-07 1.631  2 38225 4.65
8220 1566191150 3.887779632665069e-07 1.630  5 38230 4.65
8221 1566191152 3.886353294379577e-07 1.630  2 38232 4.65
8222 1566191159 3.884918946576256e-07 1.629  7 38239 4.65
8223 1566191166 3.885017052419538e-07 1.629  7 38246 4.65
8224 1566191167 3.888184758514525e-07 1.630  1 38247 4.65
8225 1566191169 3.888289076971947e-07 1.630  2 38249 4.65
8226 1566191176 3.888393401027164e-07 1.630  7 38256 4.65
8227 1566191177 3.888497730680628e-07 1.630  1 38257 4.65
8228 1566191186 3.885530302201488e-07 1.629  9 38266 4.65
8229 1566191187 3.884089018506559e-07 1.629  1 38267 4.65
8230 1566191187 3.884164451860048e-07 1.629  0 38267 4.64
8231 1566191192 3.884239888143594e-07 1.629  5 38272 4.64
8232 1566191193 3.885848887176688e-07 1.629  1 38273 4.64
8233 1566191194 3.885930429168462e-07 1.629  1 38274 4.64
8234 1566191230 3.882939776669068e-07 1.628 36 38310 4.65
8235 1566191238 3.884546189555296e-07 1.629  8 38318 4.65
8236 1566191239 3.886155442414216e-07 1.629  1 38319 4.65
8237 1566191240 3.886227935452413e-07 1.630  1 38320 4.65
8238 1566191248 3.887840093849761e-07 1.630  8 38328 4.65
8239 1566191249 3.889455103182741e-07 1.631  1 38329 4.65
8240 1566191250 3.877271403101002e-07 1.626  1 38330 4.65
8241 1566191258 3.875801687747231e-07 1.625  8 38338 4.65
8242 1566191271 3.875861776950586e-07 1.625 13 38351 4.65
8243 1566191273 3.878978452376231e-07 1.626  2 38353 4.65
8244 1566191276 3.877516464034662e-07 1.626  3 38356 4.65
8245 1566191278 3.879107858342663e-07 1.627  2 38358 4.65
8246 1566191278 3.879177079031826e-07 1.627  0 38358 4.65
8247 1566191279 3.888446321166215e-07 1.630  1 38359 4.65
8248 1566191283  3.88394419468077e-07 1.629  4 38363 4.65
8249 1566191286 3.884037725499747e-07 1.629  3 38366 4.65
8250 1566191290 3.885664675275634e-07 1.629  4 38370 4.65
8251 1566191303 3.887300544272898e-07 1.630 13 38383 4.65
8252 1566191304 3.888939303662883e-07 1.631  1 38384 4.65
8253 1566191312 3.887506069309605e-07 1.630  8 38392 4.65
8254 1566191317  3.88760279449405e-07 1.630  5 38397 4.65
8255 1566191324  3.88770103593627e-07 1.630  7 38404 4.65
8256 1566191325 3.887791724751566e-07 1.630  1 38405 4.65
8257 1566191342 3.883280556975537e-07 1.628 17 38422 4.65
8258 1566191352 3.886430326165626e-07 1.630 10 38432 4.65
8259 1566191354 3.883455493992542e-07 1.628  2 38434 4.65
8260 1566191358 3.883538443776137e-07 1.628  4 38438 4.65
8261 1566191361 3.888218018864123e-07 1.630  3 38441 4.65
8262 1566191365 3.889846960236356e-07 1.631  4 38445 4.65
8263 1566191371  3.88380239848241e-07 1.629  6 38451 4.65
8264 1566191377 3.883882346129642e-07 1.629  6 38457 4.65
8265 1566191379 3.882436255096018e-07 1.628  2 38459 4.65
8266 1566191380  3.88405281153759e-07 1.629  1 38460 4.65
8267 1566191381 3.884141821546353e-07 1.629  1 38461 4.65
8268 1566191387  3.88423385313308e-07 1.629  6 38467 4.65
8269 1566191389 3.884330415551766e-07 1.629  2 38469 4.65
8270 1566191395 3.882880975499181e-07 1.628  6 38475 4.65
8271 1566191396 3.882962392977856e-07 1.628  1 38476 4.65
8272 1566191397 3.886105605019283e-07 1.629  1 38477 4.65
8273 1566191400 3.889267523890919e-07 1.631  3 38480 4.65
8274 1566191401 3.887832536098833e-07 1.630  1 38481 4.65
8275 1566191403 3.889468718513055e-07 1.631  2 38483 4.65
8276 1566191405 3.888035093982775e-07 1.630  2 38485 4.65
8277 1566191407 3.888136380839973e-07 1.630  2 38487 4.64
8278 1566191414 3.889775845177314e-07 1.631  7 38494 4.65
8279 1566191414 3.889881762170313e-07 1.631  0 38494 4.64
8280 1566191419 3.891525727895456e-07 1.632  5 38499 4.64
8281 1566191425 3.891637798229268e-07 1.632  6 38505 4.64
8282 1566191426 3.891740787470496e-07 1.632  1 38506 4.64
8283 1566191433  3.89184832617198e-07 1.632  7 38513 4.64
8284 1566191435 3.891954356062191e-07 1.632  2 38515 4.64
8285 1566191437  3.89206190656705e-07 1.632  2 38517 4.64
8286 1566191440 3.892166433175688e-07 1.632  3 38520 4.64
8287 1566191444 3.889196430016878e-07 1.631  4 38524 4.64
8288 1566191445  3.88929172665383e-07 1.631  1 38525 4.64
8289 1566191445 3.890921567983365e-07 1.631  0 38525 4.64
8290 1566191445   3.8925542911042e-07 1.632  0 38525 4.64
8291 1566191447 3.892657328860359e-07 1.632  2 38527 4.64
8292 1566191450 3.894300608808955e-07 1.633  3 38530 4.64
8293 1566191454 3.895949830351928e-07 1.634  4 38534 4.64
8294 1566191458 3.896068227472054e-07 1.634  4 38538 4.64
8295 1566191469 3.897725023819117e-07 1.634 11 38549 4.64
8296 1566191473 3.897842009519991e-07 1.634  4 38553 4.64
8297 1566191476 3.899503356396404e-07 1.635  3 38556 4.64
8298 1566191476 3.901172207823832e-07 1.636  0 38556 4.64
8299 1566191479 3.905947799378623e-07 1.638  3 38559 4.64
8300 1566191495 3.906095794597699e-07 1.638 16 38575 4.64
8301 1566191502 3.904697153748381e-07 1.637  7 38582 4.64
8302 1566191505 3.903285801819106e-07 1.637  3 38585 4.64
8303 1566191510 3.903416834721491e-07 1.637  5 38590 4.64
8304 1566191513 3.903543305051487e-07 1.637  3 38593 4.64
8305 1566191514 3.912972371297195e-07 1.641  1 38594 4.64
8306 1566191515 3.910028638311504e-07 1.640  1 38595 4.64
8307 1566191518 3.913292409626758e-07 1.641  3 38598 4.64
8308 1566191523 3.919691896583378e-07 1.644  5 38603 4.64
8309 1566191525 3.918329564016245e-07 1.643  2 38605 4.64
8310 1566191529 3.918521492677494e-07 1.643  4 38609 4.64
8311 1566191532 3.918710368834403e-07 1.643  3 38612 4.64
8312 1566191533 3.922019420610595e-07 1.645  1 38613 4.64
8313 1566191536 3.920661618649999e-07 1.644  3 38616 4.64
8314 1566191551 3.919301684270887e-07 1.643 15 38631 4.64
8315 1566191560 3.919498316984611e-07 1.643  9 38640 4.64
8316 1566191568 3.919691896583378e-07 1.644  8 38648 4.64
8317 1566191579 3.921445738366315e-07 1.644 11 38659 4.64
8318 1566191585 3.921647200140152e-07 1.644  6 38665 4.64
8319 1566191596 3.921842530171931e-07 1.644 11 38676 4.64
8320 1566191600  3.91892076452624e-07 1.643  4 38680 4.64
8321 1566191613 3.916001815528976e-07 1.642 13 38693 4.65
8322 1566191613 3.914634384053953e-07 1.641  0 38693 4.64
8323 1566191614 3.910166240168959e-07 1.640  1 38694 4.64
8324 1566191616 3.908783017841277e-07 1.639  2 38696 4.64
8325 1566191617 3.905851684779435e-07 1.638  1 38697 4.64
8326 1566191619 3.907554986823279e-07 1.638  2 38699 4.64
8327 1566191620 3.903077081526913e-07 1.637  1 38700 4.64
8328 1566191626 3.906317045478183e-07 1.638  6 38706 4.64
8329 1566191626 3.911123605559268e-07 1.640  0 38706 4.64
8330 1566191634 3.912843758198756e-07 1.641  8 38714 4.64
8331 1566191647 3.914573086629014e-07 1.641 13 38727 4.64
8332 1566191649 3.916297809271575e-07 1.642  2 38729 4.64
8333 1566191654 3.919582813664256e-07 1.644  5 38734 4.64
8334 1566191663 3.918209810057718e-07 1.643  9 38743 4.64
8335 1566191667 3.921505713371744e-07 1.644  4 38747 4.64
8336 1566191675 3.918578307167689e-07 1.643  8 38755 4.64
8337 1566191678 3.914096564626977e-07 1.641  3 38758 4.64
8338 1566191690 3.912713622597899e-07 1.641 12 38770 4.64
8339 1566191716 3.911324008115877e-07 1.640 26 38796 4.65
8340 1566191720 3.909926207661451e-07 1.639  4 38800 4.65
8341 1566191725   3.9085309336057e-07 1.639  5 38805 4.65
8342 1566191737 3.905563369361159e-07 1.638 12 38817 4.65
8343 1566191738 3.905677775147237e-07 1.638  1 38818 4.65
8344 1566191739 3.902702355125331e-07 1.636  1 38819 4.65
8345 1566191741 3.902810500480394e-07 1.636  2 38821 4.65
8346 1566191745 3.901385290737375e-07 1.636  4 38825 4.65
8347 1566191753 3.903045089878498e-07 1.637  8 38833 4.65
8348 1566191767 3.900067593925542e-07 1.635 14 38847 4.65
8349 1566191770 3.900166466367717e-07 1.635  3 38850 4.65
8350 1566191781  3.90180848153319e-07 1.636 11 38861 4.65
8351 1566191784   3.9065428998122e-07 1.638  3 38864 4.65
8352 1566191784 3.905119538356816e-07 1.637  0 38864 4.65
8353 1566191790 3.903697213736295e-07 1.637  6 38870 4.65
8354 1566191795 3.900727852639711e-07 1.636  5 38875 4.65
8355 1566191796 3.900837410268399e-07 1.636  1 38876 4.65
8356 1566191797 3.896329333732859e-07 1.634  1 38877 4.65
8357 1566191800 3.897968118854516e-07 1.634  3 38880 4.65
8358 1566191808 3.898079041038189e-07 1.634  8 38888 4.65
8359 1566191814 3.896648173714204e-07 1.634  6 38894 4.65
8360 1566191832 3.895215321872153e-07 1.633 18 38912 4.65
8361 1566191837 3.898392088369077e-07 1.635  5 38917 4.65
8362 1566191838 3.900043256862474e-07 1.635  1 38918 4.65
8363 1566191844 3.901701914051755e-07 1.636  6 38924 4.65
8364 1566191855 3.900277513702616e-07 1.635 11 38935 4.65
8365 1566191857 3.898852632861035e-07 1.635  2 38937 4.65
8366 1566191860  3.89281189572297e-07 1.632  3 38940 4.65
8367 1566191866 3.892905854128013e-07 1.632  6 38946 4.65
8368 1566191871 3.893004363777757e-07 1.632  5 38951 4.65
8369 1566191871 3.891568132127516e-07 1.632  0 38951 4.65
8370 1566191882 3.888597529501052e-07 1.631 11 38962 4.65
8371 1566191899 3.888680699097997e-07 1.631 17 38979 4.65
8372 1566191902 3.893365103200814e-07 1.633  3 38982 4.65
8373 1566191902   3.8903978117382e-07 1.631  0 38982 4.65
8374 1566191904 3.890490140028415e-07 1.631  2 38984 4.65
8375 1566191905 3.893653136447515e-07 1.633  1 38985 4.65
8376 1566191906  3.89068843362749e-07 1.631  1 38986 4.65
8377 1566191907 3.884666912741814e-07 1.629  1 38987 4.65
8378 1566191910 3.886276265647115e-07 1.630  3 38990 4.65
8379 1566191911  3.88636084638045e-07 1.630  1 38991 4.65
8380 1566191938 3.887976138391269e-07 1.630 27 39018 4.65
8381 1566191944 3.888066840041858e-07 1.630  6 39024 4.65
8382 1566191945 3.889686576762726e-07 1.631  1 39025 4.65
8383 1566191949 3.889780384358711e-07 1.631  4 39029 4.65
8384 1566191950 3.889878735890465e-07 1.631  1 39030 4.65
8385 1566191973 3.889977092395903e-07 1.631 23 39053 4.65
8386 1566191984 3.880906893336837e-07 1.627 11 39064 4.65
8387 1566191995 3.879461511705436e-07 1.627 11 39075 4.65
8388 1566191996  3.87801419844465e-07 1.626  1 39076 4.65
8389 1566191998 3.878083380107368e-07 1.626  2 39078 4.65
8390 1566192006 3.879678250311882e-07 1.627  8 39086 4.65
8391 1566192009 3.872142765026805e-07 1.624  3 39089 4.65
8392 1566192016 3.873707241699923e-07 1.624  7 39096 4.65
8393 1566192020 3.872246224447867e-07 1.624  4 39100 4.65
8394 1566192029 3.875339063281135e-07 1.625  9 39109 4.65
8395 1566192029 3.875406647628845e-07 1.625  0 39109 4.65
8396 1566192029 3.873954853833211e-07 1.624  0 39109 4.65
8397 1566192039 3.874019388255644e-07 1.624 10 39119 4.65
8398 1566192042 3.874082423953265e-07 1.624  3 39122 4.65
8399 1566192043 3.872616624509768e-07 1.624  1 39123 4.65
8400 1566192049 3.877223296616519e-07 1.626  6 39129 4.65
8401 1566192051 3.877290946701315e-07 1.626  2 39131 4.65
8402 1566192059 3.884974790833408e-07 1.629  8 39139 4.65
8403 1566192066 3.882015748844258e-07 1.628  7 39146 4.65
8404 1566192075   3.8821031584145e-07 1.628  9 39155 4.65
8405 1566192091 3.882177007498297e-07 1.628 16 39171 4.66
8406 1566192094 3.883778263990408e-07 1.628  3 39174 4.66
8407 1566192094 3.885389899817335e-07 1.629  0 39174 4.65
8408 1566192096 3.882428718340009e-07 1.628  2 39176 4.65
8409 1566192138 3.880991240511559e-07 1.627 42 39218 4.66
8410 1566192139 3.878027733793135e-07 1.626  1 39219 4.66
8411 1566192159 3.875062742915648e-07 1.625 20 39239 4.66
8412 1566192163 3.873606705202943e-07 1.624  4 39243 4.66
8413 1566192164 3.873659223617509e-07 1.624  1 39244 4.66
8414 1566192169 3.873710242869601e-07 1.624  5 39249 4.66
8415 1566192188  3.86165614752577e-07 1.619 19 39268 4.66
8416 1566192191 3.861682990420708e-07 1.619  3 39271 4.66
8417 1566192196 3.854177071347061e-07 1.616  5 39276 4.66
8418 1566192201 3.854181527824484e-07 1.616  5 39281 4.66
8419 1566192202 3.857194978823435e-07 1.617  1 39282 4.66
8420 1566192209 3.857212832722229e-07 1.617  7 39289 4.66
8421 1566192222 3.851224693547358e-07 1.615 13 39302 4.66
8422 1566192226 3.852729261928858e-07 1.615  4 39306 4.66
8423 1566192226 3.852736683817787e-07 1.615  0 39306 4.66
8424 1566192227 3.851245458680464e-07 1.615  1 39307 4.66
8425 1566192228 3.851252874853698e-07 1.615  1 39308 4.66
8426 1566192231 3.851260291055495e-07 1.615  3 39311 4.66
8427 1566192231 3.848262026044425e-07 1.614  0 39311 4.66
8428 1566192239 3.846746146312982e-07 1.613  8 39319 4.66
8429 1566192242 3.848220560320767e-07 1.614  3 39322 4.66
8430 1566192243 3.848201308681395e-07 1.614  1 39323 4.66
8431 1566192245 3.851177231226813e-07 1.615  2 39325 4.66
8432 1566192250 3.851156466829435e-07 1.615  5 39330 4.66
8433 1566192250 3.855645295311994e-07 1.617  0 39330 4.66
8434 1566192251 3.854144390827526e-07 1.616  1 39331 4.66
8435 1566192254 3.854135478054748e-07 1.616  3 39334 4.66
8436 1566192255  3.85563042914183e-07 1.617  1 39335 4.66
8437 1566192255 3.857126540409176e-07 1.617  0 39335 4.66
8438 1566192255 3.858623813207875e-07 1.618  0 39335 4.66
8439 1566192268 3.866170994888989e-07 1.621 13 39348 4.66
8440 1566192270 3.866200890132638e-07 1.621  2 39350 4.66
8441 1566192271 3.866232280636057e-07 1.621  1 39351 4.66
8442 1566192271 3.866262176827504e-07 1.621  0 39351 4.66
8443 1566192277 3.866287588953761e-07 1.621  6 39357 4.66
8444 1566192280 3.867821904238762e-07 1.622  3 39360 4.66
8445 1566192287  3.86331514280745e-07 1.620  7 39367 4.66
8446 1566192287 3.867865289521629e-07 1.622  0 39367 4.66
8447 1566192289 3.867896707058197e-07 1.622  2 39369 4.66
8448 1566192290 3.869441283663927e-07 1.622  1 39370 4.66
8449 1566192292  3.86946973220128e-07 1.622  2 39372 4.65
8450 1566192295 3.874052406698561e-07 1.624  3 39375 4.65
8451 1566192301 3.872577631692643e-07 1.624  6 39381 4.65
8452 1566192308 3.874131953440504e-07 1.624  7 39388 4.66
8453 1566192310 3.874175480399036e-07 1.624  2 39390 4.65
8454 1566192317  3.87877232349353e-07 1.626  7 39397 4.66
8455 1566192319 3.881859024299013e-07 1.628  2 39399 4.65
8456 1566192327 3.883432871939274e-07 1.628  8 39407 4.66
8457 1566192327 3.880443049403208e-07 1.627  0 39407 4.65
8458 1566192331 3.878961901073082e-07 1.626  4 39411 4.65
8459 1566192332 3.878996508504393e-07 1.626  1 39412 4.65
8460 1566192332 3.877513456964324e-07 1.626  0 39412 4.65
8461 1566192335  3.87906271574585e-07 1.627  3 39415 4.65
8462 1566192345 3.880620742742498e-07 1.627 10 39425 4.65
8463 1566192355 3.883711895683994e-07 1.628 10 39435 4.65
8464 1566192361 3.882243323355573e-07 1.628  6 39441 4.65
8465 1566192362 3.882296076223592e-07 1.628  1 39442 4.65
8466 1566192363  3.88234732323961e-07 1.628  1 39443 4.65
8467 1566192386 3.882391034998882e-07 1.628 23 39466 4.66
8468 1566192387 3.879386260908758e-07 1.627  1 39467 4.66
8469 1566192387 3.877896896048818e-07 1.626  0 39467 4.66
8470 1566192388 3.876408674336921e-07 1.625  1 39468 4.65
8471 1566192398  3.87795855411575e-07 1.626 10 39478 4.66
8472 1566192403 3.877994647552531e-07 1.626  5 39483 4.66
