height time diff diffRatio interval total mean
3823 1566169341 3.753735929697975e-07 1.574  0 16421 4.29
3824 1566169342 3.753738747849779e-07 1.574  1 16422 4.29
3825 1566169347 3.750797492519624e-07 1.573  5 16427 4.29
3826 1566169358 3.753714793694329e-07 1.574 11 16438 4.29
3827 1566169360  3.75223304878817e-07 1.573  2 16440 4.29
3828 1566169365 3.750748252728289e-07 1.573  5 16445 4.29
3829 1566169366 3.750727150356334e-07 1.573  1 16446 4.29
3830 1566169378 3.753647160082121e-07 1.574 12 16458 4.29
3831 1566169393 3.756577364739316e-07 1.575 15 16473 4.29
3832 1566169401 3.756573131117438e-07 1.575  8 16481 4.30
3833 1566169405 3.756581598370736e-07 1.575  4 16485 4.30
3834 1566169416  3.75658865444431e-07 1.575 11 16496 4.30
3835 1566169442 3.758069605061962e-07 1.576 26 16522 4.30
3836 1566169445 3.755135662770669e-07 1.575  3 16525 4.30
3837 1566169445 3.750732777632304e-07 1.573  0 16525 4.30
3838 1566169453 3.749264631300829e-07 1.572  8 16533 4.30
3839 1566169460 3.750725743539979e-07 1.573  7 16540 4.30
3840 1566169461 3.747789206168421e-07 1.571  1 16541 4.30
3841 1566169469 3.740463043515107e-07 1.568  8 16549 4.30
3842 1566169472 3.741904700506241e-07 1.569  3 16552 4.30
3843 1566169473 3.743354475663847e-07 1.570  1 16553 4.30
3844 1566169476 3.740422469251154e-07 1.568  3 16556 4.30
3845 1566169495 3.738945605778021e-07 1.568 19 16575 4.31
3846 1566169503 3.738926033981888e-07 1.568  8 16583 4.31
3847 1566169512 3.737444764249366e-07 1.567  9 16592 4.31
3848 1566169513 3.737418223895464e-07 1.567  1 16593 4.31
3849 1566169522 3.738850544687564e-07 1.568  9 16602 4.31
3850 1566169536 3.737367937942815e-07 1.567 14 16616 4.31
3851 1566169538  3.73151608666555e-07 1.565  2 16618 4.31
3852 1566169541 3.734382541087938e-07 1.566  3 16621 4.31
3853 1566169544  3.73144785823169e-07 1.565  3 16624 4.31
3854 1566169551 3.731410264038386e-07 1.565  7 16631 4.31
3855 1566169565 3.728463566989535e-07 1.563 14 16645 4.31
3856 1566169567 3.728413521711582e-07 1.563  2 16647 4.31
3857 1566169572 3.731272425143703e-07 1.565  5 16652 4.31
3858 1566169573 3.729787474253583e-07 1.564  1 16653 4.31
3859 1566169579 3.731200028995364e-07 1.565  6 16659 4.31
3860 1566169580 3.731156871089688e-07 1.564  1 16660 4.31
3861 1566169583 3.725306397010983e-07 1.562  3 16663 4.31
3862 1566169583 3.725249497590053e-07 1.562  0 16663 4.31
3863 1566169584 3.723741602689095e-07 1.561  1 16664 4.31
3864 1566169600  3.72367781805139e-07 1.561 16 16680 4.31
3865 1566169600 3.722165653084168e-07 1.561  0 16680 4.31
3866 1566169615 3.722097766152429e-07 1.561 15 16695 4.31
3867 1566169616 3.723473999183569e-07 1.561  1 16696 4.31
3868 1566169618  3.72340745091613e-07 1.561  2 16698 4.31
3869 1566169618 3.729129575099989e-07 1.564  0 16698 4.31
3870 1566169619 3.723270202626947e-07 1.561  1 16699 4.31
3871 1566169619 3.724651464931266e-07 1.562  0 16699 4.31
3872 1566169623  3.72024084169106e-07 1.560  4 16703 4.31
3873 1566169627 3.725956006261704e-07 1.562  4 16707 4.31
3874 1566169631 3.724454475339033e-07 1.562  4 16711 4.31
3875 1566169655 3.727297583075043e-07 1.563 24 16735 4.31
3876 1566169663 3.730139469099566e-07 1.564  8 16743 4.31
3877 1566169666 3.730085204693181e-07 1.564  3 16746 4.31
3878 1566169674 3.728572003034125e-07 1.563  8 16754 4.32
3879 1566169684 3.728508052808924e-07 1.563 10 16764 4.32
3880 1566169688 3.729894596087048e-07 1.564  4 16768 4.32
3881 1566169694 3.721135146661244e-07 1.560  6 16774 4.32
3882 1566169697 3.719605675650411e-07 1.560  3 16777 4.32
3883 1566169704 3.718069166849552e-07 1.559  7 16784 4.32
3884 1566169706 3.719414753101249e-07 1.560  2 16786 4.32
3885 1566169711   3.7164386208195e-07 1.558  5 16791 4.32
3886 1566169712 3.716328127090467e-07 1.558  1 16792 4.32
3887 1566169713 3.714766724732839e-07 1.558  1 16793 4.32
3888 1566169717 3.713198361009848e-07 1.557  4 16797 4.32
3889 1566169719 3.711625810486459e-07 1.556  2 16799 4.31
3890 1566169721 3.711485296767238e-07 1.556  2 16801 4.31
3891 1566169722 3.709904562031432e-07 1.556  1 16802 4.31
3892 1566169728 3.711196037313444e-07 1.556  6 16808 4.31
3893 1566169731 3.711050047282978e-07 1.556  3 16811 4.31
3894 1566169738  3.71378306649124e-07 1.557  7 16818 4.31
3895 1566169750 3.713649285077949e-07 1.557 12 16830 4.32
3896 1566169776 3.714957170388879e-07 1.558 26 16856 4.32
3897 1566169779 3.720602111291372e-07 1.560  3 16859 4.32
3898 1566169789 3.719045415112934e-07 1.559 10 16869 4.32
3899 1566169793 3.718929234059729e-07 1.559  4 16873 4.32
3900 1566169797 3.715920738241858e-07 1.558  4 16877 4.32
3901 1566169805 3.711468766440898e-07 1.556  8 16885 4.32
3902 1566169810 3.705580953953146e-07 1.554  5 16890 4.32
3903 1566169823 3.705438151443337e-07 1.554 13 16903 4.33
3904 1566169827 3.706719648400925e-07 1.554  4 16907 4.33
3905 1566169830 3.705140223952976e-07 1.554  3 16910 4.33
3906 1566169831  3.70498921909839e-07 1.554  1 16911 4.32
3907 1566169842 3.703404410936533e-07 1.553 11 16922 4.33
3908 1566169845 3.703252176104688e-07 1.553  3 16925 4.33
3909 1566169846 3.698803127500198e-07 1.551  1 16926 4.33
3910 1566169847 3.697205835503395e-07 1.550  1 16927 4.32
3911 1566169848 3.698461125292229e-07 1.551  1 16928 4.32
3912 1566169848 3.698288780148679e-07 1.551  0 16928 4.32
3913 1566169852 3.696689199110924e-07 1.550  4 16932 4.32
3914 1566169856 3.695081443464714e-07 1.549  4 16936 4.32
3915 1566169868 3.696325726712192e-07 1.550 12 16948 4.32
3916 1566169894 3.697576317146469e-07 1.550 26 16974 4.33
3917 1566169900 3.704565098577898e-07 1.553  6 16980 4.33
3918 1566169904 3.707291319730348e-07 1.554  4 16984 4.33
3919 1566169910 3.705719647695331e-07 1.554  6 16990 4.33
3920 1566169911 3.704141075146825e-07 1.553  1 16991 4.33
3921 1566169912 3.705431286215354e-07 1.554  1 16992 4.33
3922 1566169916 3.696700131718901e-07 1.550  4 16996 4.33
3923 1566169916 3.695112847552606e-07 1.549  0 16996 4.33
3924 1566169918 3.694950371296218e-07 1.549  2 16998 4.33
3925 1566169921 3.693360496731095e-07 1.549  3 17001 4.33
3926 1566169923 3.697475145048386e-07 1.550  2 17003 4.33
3927 1566169929 3.697313828020289e-07 1.550  6 17009 4.33
3928 1566169936 3.698580134885346e-07 1.551  7 17016 4.33
3929 1566169945 3.699854154004108e-07 1.551  9 17025 4.33
3930 1566169946 3.701133160700982e-07 1.552  1 17026 4.33
3931 1566169952 3.706719648400925e-07 1.554  6 17032 4.33
3932 1566169953 3.706585001486132e-07 1.554  1 17033 4.33
3933 1566169953 3.705009809944685e-07 1.554  0 17033 4.33
3934 1566169954 3.703430470405574e-07 1.553  1 17034 4.32
3935 1566169955 3.700414124144636e-07 1.552  1 17035 4.32
3936 1566169959 3.701693518091146e-07 1.552  4 17039 4.32
3937 1566169965  3.70154142388233e-07 1.552  6 17045 4.32
3938 1566169967 3.702828453156608e-07 1.553  2 17047 4.32
3939 1566169968 3.704120493955478e-07 1.553  1 17048 4.32
3940 1566169974 3.706851556904885e-07 1.554  6 17054 4.32
3941 1566169975 3.706719648400925e-07 1.554  1 17055 4.32
3942 1566169976 3.705148460935421e-07 1.554  1 17056 4.32
3943 1566169984 3.703575861542435e-07 1.553  8 17064 4.32
3944 1566169987 3.703430470405574e-07 1.553  3 17067 4.32
3945 1566169990 3.706152274077617e-07 1.554  3 17070 4.32
3946 1566169992 3.704570588190825e-07 1.553  2 17072 4.32
3947 1566169993 3.704425118945117e-07 1.553  1 17073 4.32
3948 1566169995 3.705716901183837e-07 1.554  2 17075 4.32
3949 1566169998 3.704139703060287e-07 1.553  3 17078 4.32
3950 1566170007 3.702550137777464e-07 1.552  9 17087 4.32
3951 1566170012 3.703826893863878e-07 1.553  5 17092 4.32
3952 1566170018 3.709428402528598e-07 1.555  6 17098 4.32
3953 1566170024  3.70929355875402e-07 1.555  6 17104 4.32
3954 1566170034  3.70915734897634e-07 1.555 10 17114 4.32
3955 1566170035 3.709018397794352e-07 1.555  1 17115 4.32
3956 1566170037 3.704560981378879e-07 1.553  2 17117 4.32
3957 1566170039 3.710170218569231e-07 1.556  2 17119 4.32
3958 1566170045 3.708590603589516e-07 1.555  6 17125 4.32
3959 1566170048 3.707008210447612e-07 1.554  3 17128 4.32
3960 1566170053 3.703983291857733e-07 1.553  5 17133 4.32
3961 1566170055 3.706707282459992e-07 1.554  2 17135 4.32
3962 1566170057 3.708003407006073e-07 1.555  2 17137 4.32
3963 1566170068 3.713632735469958e-07 1.557 11 17148 4.32
3964 1566170071 3.713515513302712e-07 1.557  3 17151 4.32
3965 1566170071 3.714842624646713e-07 1.558  0 17151 4.32
3966 1566170078 3.713282470034978e-07 1.557  7 17158 4.32
3967 1566170081 3.716049159661885e-07 1.558  3 17161 4.32
3968 1566170085 3.721718199148225e-07 1.561  4 17165 4.32
3969 1566170090 3.723063656092896e-07 1.561  5 17170 4.32
3970 1566170105 3.722968014789856e-07 1.561 15 17185 4.32
3971 1566170106 3.724326859402048e-07 1.562  1 17186 4.32
3972 1566170115 3.727146155971287e-07 1.563  9 17195 4.32
3973 1566170118 3.727065585096495e-07 1.563  3 17198 4.32
3974 1566170118 3.728446885080942e-07 1.563  0 17198 4.32
3975 1566170127 3.728377378735238e-07 1.563  9 17207 4.32
3976 1566170131 3.723938516877659e-07 1.561  4 17211 4.32
3977 1566170143 3.723856697890207e-07 1.561 12 17223 4.33
3978 1566170152 3.720863764116475e-07 1.560  9 17232 4.33
3979 1566170158 3.722216916285832e-07 1.561  6 17238 4.33
3980 1566170159  3.72358353171997e-07 1.561  1 17239 4.33
3981 1566170161 3.723487863705372e-07 1.561  2 17241 4.33
3982 1566170162 3.721943990628514e-07 1.561  1 17242 4.32
3983 1566170164 3.721851177317418e-07 1.561  2 17244 4.32
3984 1566170170 3.723211979136803e-07 1.561  6 17250 4.32
3985 1566170173 3.721658639091252e-07 1.561  3 17253 4.32
3986 1566170173 3.724454475339033e-07 1.562  0 17253 4.32
3987 1566170176 3.725807464511841e-07 1.562  3 17256 4.32
3988 1566170195 3.727154491088191e-07 1.563 19 17275 4.33
3989 1566170202 3.727048915695243e-07 1.563  7 17282 4.33
3990 1566170216 3.725485433356708e-07 1.562 14 17296 4.33
3991 1566170218 3.723920488656346e-07 1.561  2 17298 4.33
3992 1566170221  3.72525782422601e-07 1.562  3 17301 4.33
3993 1566170226 3.725144030089705e-07 1.562  5 17306 4.33
3994 1566170231 3.719216933744998e-07 1.559  5 17311 4.33
3995 1566170232  3.71908967647122e-07 1.559  1 17312 4.33
3996 1566170233 3.717512133070145e-07 1.559  1 17313 4.33
3997 1566170240 3.721738976360782e-07 1.561  7 17320 4.33
3998 1566170245 3.720179944914223e-07 1.560  5 17325 4.33
3999 1566170251 3.718611156416236e-07 1.559  6 17331 4.33
4000 1566170257 3.718489471534854e-07 1.559  6 17337 4.33
4001 1566170259 3.718366411970561e-07 1.559  2 17339 4.33
4002 1566170262  3.72259242765101e-07 1.561  3 17342 4.33
4003 1566170270 3.721027142743152e-07 1.560  8 17350 4.33
4004 1566170273 3.720908068766919e-07 1.560  3 17353 4.33
4005 1566170275 3.719340049612802e-07 1.560  2 17355 4.33
4006 1566170280 3.717765058241305e-07 1.559  5 17360 4.33
4007 1566170282 3.717639282406366e-07 1.559  2 17362 4.33
4008 1566170284 3.718962427905651e-07 1.559  2 17364 4.33
4009 1566170286 3.718840720034101e-07 1.559  2 17366 4.33
4010 1566170288 3.718717637220683e-07 1.559  2 17368 4.33
4011 1566170296 3.718594562554362e-07 1.559  8 17376 4.33
4012 1566170302 3.724285247400363e-07 1.562  6 17382 4.33
4013 1566170308 3.728556710389399e-07 1.563  6 17388 4.33
4014 1566170328 3.727012799170717e-07 1.563 20 17408 4.33
4015 1566170332 3.726921121905863e-07 1.563  4 17412 4.33
4016 1566170339 3.726829449151062e-07 1.563  7 17419 4.33
4017 1566170340 3.725280028770544e-07 1.562  1 17420 4.33
4018 1566170345 3.723730509551654e-07 1.561  5 17425 4.33
4019 1566170358 3.722173965939867e-07 1.561 13 17438 4.33
4020 1566170359 3.716257690767476e-07 1.558  1 17439 4.33
4021 1566170365 3.716132016901737e-07 1.558  6 17445 4.33
4022 1566170377 3.714556981099813e-07 1.558 12 17457 4.34
4023 1566170378 3.714428662792474e-07 1.557  1 17458 4.33
4024 1566170386 3.723009597361305e-07 1.561  8 17466 4.34
4025 1566170396 3.718555844119247e-07 1.559 10 17476 4.34
4026 1566170396  3.71845213799735e-07 1.559  0 17476 4.34
4027 1566170397 3.716894476911368e-07 1.559  1 17477 4.33
4028 1566170408 3.713889270970749e-07 1.557 11 17488 4.34
4029 1566170411 3.721031296624071e-07 1.560  3 17491 4.34
4030 1566170423  3.71804151855661e-07 1.559 12 17503 4.34
4031 1566170424 3.717946135102325e-07 1.559  1 17504 4.34
4032 1566170424 3.717853521068979e-07 1.559  0 17504 4.34
4033 1566170428 3.717758147260184e-07 1.559  4 17508 4.34
4034 1566170430 3.713311426482692e-07 1.557  2 17510 4.34
4035 1566170432 3.714649430966226e-07 1.558  2 17512 4.34
4036 1566170434  3.71454042340069e-07 1.558  2 17514 4.33
4037 1566170435 3.715890360279415e-07 1.558  1 17515 4.33
4038 1566170438 3.717239896893111e-07 1.559  3 17518 4.33
4039 1566170439 3.715690154314735e-07 1.558  1 17519 4.33
4040 1566170452 3.722851588531274e-07 1.561 13 17532 4.33
4041 1566170460 3.721319321648724e-07 1.560  8 17540 4.34
4042 1566170465 3.721232078592644e-07 1.560  5 17545 4.34
4043 1566170466 3.721139300783302e-07 1.560  1 17546 4.33
4044 1566170467 3.719590456467434e-07 1.560  1 17547 4.33
4045 1566170478 3.719492226555264e-07 1.560 11 17558 4.34
4046 1566170492 3.715037218594407e-07 1.558 14 17572 4.34
4047 1566170495  3.71202950221644e-07 1.556  3 17575 4.34
4048 1566170498 3.710463448449513e-07 1.556  3 17578 4.34
4049 1566170501 3.713228694973056e-07 1.557  3 17581 4.34
4050 1566170508  3.71166438474118e-07 1.556  7 17588 4.34
4051 1566170509 3.708645619822188e-07 1.555  1 17589 4.34
4052 1566170512 3.705622149030307e-07 1.554  3 17592 4.34
4053 1566170519 3.705479343345459e-07 1.554  7 17599 4.34
4054 1566170524  3.70533929461468e-07 1.554  5 17604 4.34
4055 1566170527 3.706642706108928e-07 1.554  3 17607 4.34
4056 1566170528  3.70362249885348e-07 1.553  1 17608 4.34
4057 1566170534 3.707805424790979e-07 1.555  6 17614 4.34
4058 1566170536 3.707677572512852e-07 1.555  2 17616 4.34
4059 1566170553 3.704662541625992e-07 1.553 17 17633 4.34
4060 1566170563  3.70452529937073e-07 1.553 10 17643 4.34
4061 1566170566 3.704389439554138e-07 1.553  3 17646 4.34
4062 1566170568 3.704250845363457e-07 1.553  2 17648 4.34
4063 1566170570 3.704109517413609e-07 1.553  2 17650 4.34
4064 1566170577 3.705414809771986e-07 1.554  7 17657 4.34
4065 1566170581 3.699520169392284e-07 1.551  4 17661 4.34
4066 1566170584   3.6950636935642e-07 1.549  3 17664 4.34
4067 1566170587 3.694905317385894e-07 1.549  3 17667 4.34
4068 1566170587 3.694749685058195e-07 1.549  0 17667 4.34
4069 1566170590 3.694594065840657e-07 1.549  3 17670 4.34
4070 1566170594 3.694437094823747e-07 1.549  4 17674 4.34
4071 1566170596 3.700029383162158e-07 1.551  2 17676 4.34
4072 1566170601 3.699893852906024e-07 1.551  5 17681 4.34
4073 1566170606 3.702636507038403e-07 1.553  5 17686 4.34
4074 1566170606 3.702507640096465e-07 1.552  0 17686 4.34
4075 1566170609 3.706701786512728e-07 1.554  3 17689 4.34
4076 1566170616 3.710923348264848e-07 1.556  7 17696 4.34
4077 1566170621 3.710818690383628e-07 1.556  5 17701 4.34
4078 1566170625 3.713603774010904e-07 1.557  4 17705 4.34
4079 1566170626 3.716406853199457e-07 1.558  1 17706 4.34
4080 1566170628 3.717771969248119e-07 1.559  2 17708 4.34
4081 1566170630  3.71768212816361e-07 1.559  2 17710 4.33
4082 1566170632 3.719046798264434e-07 1.559  2 17712 4.33
4083 1566170633 3.718958278642506e-07 1.559  1 17713 4.33
4084 1566170639  3.72032527006602e-07 1.560  6 17719 4.33
4085 1566170642 3.720246377860541e-07 1.560  3 17722 4.33
4086 1566170649 3.721615701628074e-07 1.560  7 17729 4.33
4087 1566170657 3.720073380351826e-07 1.560  8 17737 4.33
4088 1566170661 3.730197909456784e-07 1.564  4 17741 4.33
4089 1566170664 3.731609382644085e-07 1.565  3 17744 4.33
4090 1566170669 3.731560645356907e-07 1.565  5 17749 4.33
4091 1566170670 3.731510516903954e-07 1.565  1 17750 4.33
4092 1566170673 3.734392303191488e-07 1.566  3 17753 4.33
4093 1566170678 3.734353255083512e-07 1.566  5 17758 4.33
4094 1566170682 3.734316996857291e-07 1.566  4 17762 4.33
4095 1566170691  3.73427795032415e-07 1.566  9 17771 4.33
4096 1566170692 3.732775279433989e-07 1.565  1 17772 4.33
4097 1566170695 3.735672975732838e-07 1.566  3 17775 4.33
4098 1566170698 3.734180337563618e-07 1.566  3 17778 4.33
4099 1566170703 3.734142688291183e-07 1.566  5 17783 4.33
4100 1566170708 3.737035525963777e-07 1.567  5 17788 4.33
4101 1566170724 3.734070180720319e-07 1.566 16 17804 4.34
4102 1566170724 3.734032533669118e-07 1.566  0 17804 4.34
4103 1566170738 3.735462260089778e-07 1.566 14 17818 4.34
4104 1566170740 3.735427375687516e-07 1.566  2 17820 4.34
4105 1566170744  3.74127191422082e-07 1.569  4 17824 4.34
4106 1566170746 3.741259316667032e-07 1.569  2 17826 4.34
4107 1566170746 3.735363190089697e-07 1.566  0 17826 4.34
4108 1566170747  3.73680231420312e-07 1.567  1 17827 4.33
4109 1566170749 3.733840127262182e-07 1.566  2 17829 4.33
4110 1566170749 3.741150141421141e-07 1.569  0 17829 4.33
4111 1566170757 3.741129146912034e-07 1.569  8 17837 4.33
4112 1566170757 3.742579721760916e-07 1.569  0 17837 4.33
4113 1566170763 3.742560111900278e-07 1.569  6 17843 4.33
4114 1566170767 3.744013198637673e-07 1.570  4 17847 4.33
4115 1566170771 3.743996377294777e-07 1.570  4 17851 4.33
4116 1566170771 3.743979556103032e-07 1.570  0 17851 4.33
4117 1566170773 3.742485876432224e-07 1.569  2 17853 4.33
4118 1566170776  3.74246206567948e-07 1.569  3 17856 4.33
4119 1566170789 3.740966797331668e-07 1.569 13 17869 4.33
4120 1566170791 3.740938807448837e-07 1.569  2 17871 4.33
4121 1566170791 3.743856205315224e-07 1.570  0 17871 4.33
4122 1566170793 3.745310298865107e-07 1.570  2 17873 4.33
4123 1566170794 3.758624732845798e-07 1.576  1 17874 4.33
4124 1566170794 3.758658639092742e-07 1.576  0 17874 4.33
4125 1566170794 3.755719545667195e-07 1.575  0 17874 4.33
4126 1566170798 3.755747757168189e-07 1.575  4 17878 4.33
4127 1566170798 3.766188232481826e-07 1.579  0 17878 4.33
4128 1566170799 3.766257737276681e-07 1.579  1 17879 4.33
4129 1566170805 3.766325826093795e-07 1.579  6 17885 4.33
4130 1566170818 3.767882610620834e-07 1.580 13 17898 4.33
4131 1566170833 3.767947918670382e-07 1.580 15 17913 4.33
4132 1566170844 3.768014648798484e-07 1.580 11 17924 4.33
4133 1566170857 3.768081381290201e-07 1.580 13 17937 4.33
4134 1566170858 3.768145276316422e-07 1.580  1 17938 4.33
4135 1566170861 3.772697331911272e-07 1.582  3 17941 4.33
4136 1566170864 3.771281633845723e-07 1.581  3 17944 4.33
4137 1566170864 3.766880557969927e-07 1.579  0 17944 4.33
4138 1566170882 3.765456460156862e-07 1.579 18 17962 4.34
4139 1566170891 3.764029188274484e-07 1.578  9 17971 4.34
4140 1566170894 3.765586910360106e-07 1.579  3 17974 4.34
4141 1566170897 3.765660647081936e-07 1.579  3 17977 4.34
4142 1566170900 3.764240305280547e-07 1.578  3 17980 4.34
4143 1566170901 3.765798202146378e-07 1.579  1 17981 4.34
4144 1566170904 3.761400003953056e-07 1.577  3 17984 4.33
4145 1566170905 3.759977218743538e-07 1.577  1 17985 4.33
4146 1566170907 3.761530173239681e-07 1.577  2 17987 4.33
4147 1566170909 3.761598091226682e-07 1.577  2 17989 4.33
4148 1566170921 3.761668841737923e-07 1.577 12 18001 4.33
4149 1566170926 3.764710798827115e-07 1.579  5 18006 4.33
4150 1566170929  3.76627901476757e-07 1.579  3 18009 4.33
4151 1566170948 3.767854216522811e-07 1.580 19 18028 4.34
4152 1566170948 3.767940819859678e-07 1.580  0 18028 4.34
4153 1566170957 3.769520254171085e-07 1.581  9 18037 4.34
4154 1566170958  3.76662516238522e-07 1.579  1 18038 4.34
4155 1566170967  3.76521827006266e-07 1.579  9 18047 4.34
4156 1566170976 3.763806761747914e-07 1.578  9 18056 4.34
4157 1566170980 3.759416038029846e-07 1.576  4 18060 4.34
4158 1566170986 3.760967114395086e-07 1.577  6 18066 4.34
4159 1566170992 3.758065368075941e-07 1.576  6 18072 4.34
4160 1566170993 3.758127511495113e-07 1.576  1 18073 4.34
4161 1566170996 3.756701555226562e-07 1.575  3 18076 4.34
4162 1566170999  3.75378806619132e-07 1.574  3 18079 4.34
4163 1566171006 3.753833158380532e-07 1.574  7 18086 4.34
4164 1566171014 3.752390745453581e-07 1.573  8 18094 4.34
4165 1566171017 3.752418906967251e-07 1.573  3 18097 4.34
4166 1566171021 3.750967731473641e-07 1.573  4 18101 4.34
4167 1566171025 3.752463966268352e-07 1.573  4 18105 4.34
4168 1566171028  3.76139151496469e-07 1.577  3 18108 4.34
4169 1566171028 3.758474987572178e-07 1.576  0 18108 4.34
4170 1566171034 3.758527255793247e-07 1.576  6 18114 4.34
4171 1566171038 3.758583763613563e-07 1.576  4 18118 4.34
4172 1566171038 3.758638860374349e-07 1.576  0 18118 4.34
4173 1566171041 3.757205457690732e-07 1.575  3 18121 4.34
4174 1566171049  3.76022464380141e-07 1.577  8 18129 4.34
4175 1566171051 3.763260015922361e-07 1.578  2 18131 4.34
4176 1566171062 3.761837238660004e-07 1.577 11 18142 4.34
4177 1566171070 3.761900922097132e-07 1.577  8 18150 4.34
4178 1566171072 3.763449800876361e-07 1.578  2 18152 4.34
4179 1566171074 3.765004208250596e-07 1.579  2 18154 4.34
4180 1566171080 3.762099062135541e-07 1.577  6 18160 4.34
4181 1566171095 3.763653770225949e-07 1.578 15 18175 4.34
4182 1566171099 3.762236357117441e-07 1.578  4 18179 4.34
4183 1566171111 3.760820011218462e-07 1.577 12 18191 4.34
4184 1566171122 3.759397664667655e-07 1.576 11 18202 4.35
4185 1566171129 3.760945896880577e-07 1.577  7 18209 4.35
4186 1566171133 3.762495404835398e-07 1.578  4 18213 4.35
4187 1566171135 3.756622523966443e-07 1.575  2 18215 4.35
4188 1566171142 3.756676151958883e-07 1.575  7 18222 4.35
4189 1566171145 3.755249886443031e-07 1.575  3 18225 4.35
4190 1566171150 3.752342871850423e-07 1.573  5 18230 4.35
4191 1566171151 3.750910045468991e-07 1.573  1 18231 4.35
4192 1566171154 3.752434395979946e-07 1.573  3 18234 4.34
4193 1566171155 3.755444505741928e-07 1.575  1 18235 4.34
4194 1566171156 3.755496689708008e-07 1.575  1 18236 4.34
4195 1566171165 3.754067091499414e-07 1.574  9 18245 4.34
4196 1566171167 3.752632948285818e-07 1.573  2 18247 4.34
4197 1566171178  3.75415447158883e-07 1.574 11 18258 4.35
4198 1566171180 3.752714628383405e-07 1.574  2 18260 4.34
4199 1566171182 3.754227761252014e-07 1.574  2 18262 4.34
4200 1566171187 3.755744935999017e-07 1.575  5 18267 4.34
4201 1566171188 3.755783022140444e-07 1.575  1 18268 4.34
4202 1566171192 3.757309924976413e-07 1.575  4 18272 4.34
4203 1566171193 3.755877535531848e-07 1.575  1 18273 4.34
4204 1566171194 3.757410162562839e-07 1.575  1 18274 4.34
4205 1566171198 3.757466636797874e-07 1.576  4 18278 4.34
4206 1566171206  3.75752593657176e-07 1.576  8 18286 4.34
4207 1566171206 3.757585238217395e-07 1.576  0 18286 4.34
4208 1566171207   3.7561611042491e-07 1.575  1 18287 4.34
4209 1566171208 3.757698198911294e-07 1.576  1 18288 4.34
4210 1566171208 3.759236552106962e-07 1.576  0 18288 4.34
4211 1566171217  3.75780692999376e-07 1.576  9 18297 4.34
4212 1566171218 3.754876217531324e-07 1.574  1 18298 4.34
4213 1566171219 3.756381216946862e-07 1.575  1 18299 4.34
4214 1566171223 3.756410849472451e-07 1.575  4 18303 4.34
4215 1566171227 3.757911430729878e-07 1.576  4 18307 4.34
4216 1566171229 3.760903462569742e-07 1.577  2 18309 4.34
4217 1566171232  3.76093882442894e-07 1.577  3 18312 4.34
4218 1566171241 3.760975601467922e-07 1.577  9 18321 4.34
4219 1566171252 3.761010964683709e-07 1.577 11 18332 4.34
4220 1566171257 3.761049157703715e-07 1.577  5 18337 4.34
4221 1566171257 3.761084522302772e-07 1.577  0 18337 4.34
4222 1566171260 3.765582656406568e-07 1.579  3 18340 4.34
4223 1566171272 3.765635122505276e-07 1.579 12 18352 4.34
4224 1566171287 3.764196379657135e-07 1.578 15 18367 4.34
4225 1566171289 3.764245973177597e-07 1.578  2 18369 4.34
4226 1566171301 3.762811123231075e-07 1.578 12 18381 4.34
4227 1566171306  3.77031188952417e-07 1.581  5 18386 4.34
4228 1566171328 3.770388654617845e-07 1.581 22 18408 4.35
4229 1566171329 3.765991079778607e-07 1.579  1 18409 4.35
4230 1566171333 3.764567654307042e-07 1.578  4 18413 4.35
4231 1566171334 3.766124403807525e-07 1.579  1 18414 4.35
4232 1566171335 3.763218945578649e-07 1.578  1 18415 4.35
4233 1566171335 3.761789123715235e-07 1.577  0 18415 4.35
4234 1566171340 3.755897285199539e-07 1.575  5 18420 4.35
4235 1566171343 3.755928320811269e-07 1.575  3 18423 4.35
4236 1566171343 3.754473020549436e-07 1.574  0 18423 4.34
4237 1566171345 3.757456753684196e-07 1.576  2 18425 4.34
4238 1566171348 3.758969474863716e-07 1.576  3 18428 4.34
4239 1566171353 3.761974514532118e-07 1.577  5 18433 4.34
4240 1566171363 3.766474778964586e-07 1.579 10 18443 4.34
4241 1566171371 3.765041064841162e-07 1.579  8 18451 4.35
4242 1566171380 3.768072862117092e-07 1.580  9 18460 4.35
4243 1566171392 3.772613356352678e-07 1.582 12 18472 4.35
4244 1566171393 3.775681601015136e-07 1.583  1 18473 4.35
4245 1566171395 3.775764287562584e-07 1.583  2 18475 4.35
4246 1566171396 3.772853906494945e-07 1.582  1 18476 4.35
4247 1566171396 3.774423216721771e-07 1.583  0 18476 4.35
4248 1566171400 3.771519169268505e-07 1.581  4 18480 4.35
4249 1566171401 3.767123215857335e-07 1.580  1 18481 4.34
4250 1566171403 3.767192755166925e-07 1.580  2 18483 4.34
4251 1566171404 3.770240813520808e-07 1.581  1 18484 4.34
4252 1566171407 3.771812218259009e-07 1.582  3 18487 4.34
4253 1566171407 3.771893312674123e-07 1.582  0 18487 4.34
4254 1566171410 3.770481061191458e-07 1.581  3 18490 4.34
4255 1566171413 3.772052666244206e-07 1.582  3 18493 4.34
4256 1566171415  3.77213661684329e-07 1.582  2 18495 4.34
4257 1566171424 3.775211211985638e-07 1.583  9 18504 4.34
4258 1566171427 3.773803596229073e-07 1.582  3 18507 4.34
4259 1566171435 3.773889049029369e-07 1.582  8 18515 4.34
